Word :  gabriel 	 Frequency : 1
Word :  temporellementinvertion 	 Frequency : 1
Word :  perturbée 	 Frequency : 87
Word :  autobiographique 	 Frequency : 2
Word :  tamponnement 	 Frequency : 1
Word :  chaiseaide 	 Frequency : 1
Word :  antiin! 	 Frequency : 1
Word :  collèguesa 	 Frequency : 1
Word :  chague 	 Frequency : 1
Word :  vommisements 	 Frequency : 1
Word :  alternance 	 Frequency : 9
Word :  paracétamoltempérature 	 Frequency : 1
Word :  trouvespan 	 Frequency : 1
Word :  larreur 	 Frequency : 5
Word :  chaques 	 Frequency : 4
Word :  knafo 	 Frequency : 3
Word :  14h00m 	 Frequency : 1
Word :  lhypota 	 Frequency : 2
Word :  fresubin 	 Frequency : 1
Word :  tenus 	 Frequency : 2
Word :  poitier 	 Frequency : 2
Word :  lartigaud 	 Frequency : 1
Word :  robinets 	 Frequency : 1
Word :  2em 	 Frequency : 1
Word :  lombaires 	 Frequency : 12
Word :  machet 	 Frequency : 1
Word :  arrighi 	 Frequency : 2
Word :  retpour 	 Frequency : 1
Word :  goûté 	 Frequency : 1
Word :  retéléphone 	 Frequency : 1
Word :  sujetelle 	 Frequency : 1
Word :  automatiquede 	 Frequency : 1
Word :  leczéma 	 Frequency : 2
Word :  1relaxent 	 Frequency : 1
Word :  estmalade 	 Frequency : 1
Word :  delleallimentation 	 Frequency : 1
Word :  evacuer 	 Frequency : 3
Word :  tempst367 	 Frequency : 1
Word :  fonmarty 	 Frequency : 1
Word :  petiot 	 Frequency : 5
Word :  malheureusement 	 Frequency : 8
Word :  chimio 	 Frequency : 1
Word :  auncune 	 Frequency : 1
Word :  toiletteregard 	 Frequency : 1
Word :  égarée 	 Frequency : 2
Word :  chevillesplus 	 Frequency : 1
Word :  dobservation 	 Frequency : 8
Word :  datiskénan 	 Frequency : 1
Word :  358sat 	 Frequency : 1
Word :  ventre 	 Frequency : 172
Word :  povidone 	 Frequency : 1
Word :  déjeunerlui 	 Frequency : 1
Word :  protectrice 	 Frequency : 15
Word :  communicative 	 Frequency : 3
Word :  droiteaconstantes 	 Frequency : 1
Word :  parfumer 	 Frequency : 1
Word :  réfélchir 	 Frequency : 1
Word :  saléefavoriser 	 Frequency : 1
Word :  moisdouche 	 Frequency : 1
Word :  largeprévenue 	 Frequency : 1
Word :  epuisé 	 Frequency : 1
Word :  sécumutuelle 	 Frequency : 1
Word :  repliés 	 Frequency : 1
Word :  18helle 	 Frequency : 1
Word :  proximité 	 Frequency : 11
Word :  10h30type 	 Frequency : 2
Word :  trouvemémoiremr 	 Frequency : 1
Word :  jaivoulu 	 Frequency : 1
Word :  bonbons 	 Frequency : 9
Word :  générer 	 Frequency : 1
Word :  326diminution 	 Frequency : 1
Word :  saturé 	 Frequency : 10
Word :  réassurancetraitement 	 Frequency : 1
Word :  menacant 	 Frequency : 1
Word :  courte 	 Frequency : 10
Word :  remonte 	 Frequency : 21
Word :  médication 	 Frequency : 1
Word :  muretdocuments 	 Frequency : 2
Word :  pitout 	 Frequency : 1
Word :  20h025 	 Frequency : 1
Word :  administration 	 Frequency : 22
Word :  vomissementsexamen 	 Frequency : 1
Word :  significatifs 	 Frequency : 3
Word :  lhemodialyse 	 Frequency : 1
Word :  courteline 	 Frequency : 2
Word :  gonflésortir 	 Frequency : 1
Word :  fiévrea 	 Frequency : 1
Word :  palecoduite 	 Frequency : 1
Word :  marqueur 	 Frequency : 2
Word :  maltalon 	 Frequency : 1
Word :  dls 	 Frequency : 1
Word :  sénerveelle 	 Frequency : 1
Word :  mmichau 	 Frequency : 1
Word :  protectiontient 	 Frequency : 1
Word :  médecince 	 Frequency : 1
Word :  25 	 Frequency : 1
Word :  rassurerprevenu 	 Frequency : 1
Word :  mechament 	 Frequency : 1
Word :  demandée 	 Frequency : 18
Word :  30sat02 	 Frequency : 1
Word :  crevasses 	 Frequency : 2
Word :  wolffapplication 	 Frequency : 1
Word :  inr127joint 	 Frequency : 1
Word :  pue 	 Frequency : 2
Word :  prennent 	 Frequency : 2
Word :  mêttre 	 Frequency : 1
Word :  commander 	 Frequency : 28
Word :  avez 	 Frequency : 11
Word :  mieuxta 	 Frequency : 1
Word :  gain 	 Frequency : 2
Word :  duphalac 	 Frequency : 3
Word :  clef 	 Frequency : 34
Word :  deshorientée 	 Frequency : 1
Word :  reprimender 	 Frequency : 1
Word :  dantbiotique 	 Frequency : 1
Word :  appuie 	 Frequency : 5
Word :  sendort 	 Frequency : 30
Word :  deshabillais 	 Frequency : 1
Word :  voirce 	 Frequency : 1
Word :  journéevoulant 	 Frequency : 1
Word :  pdr 	 Frequency : 1
Word :  placeà 	 Frequency : 2
Word :  gants 	 Frequency : 18
Word :  soutiensgorges 	 Frequency : 1
Word :  hernie 	 Frequency : 3
Word :  reccoucher 	 Frequency : 4
Word :  voirtriflucan 	 Frequency : 1
Word :  emgie 	 Frequency : 1
Word :  dannées 	 Frequency : 2
Word :  cohérent 	 Frequency : 15
Word :  sodium 	 Frequency : 3
Word :  ulcéreuse 	 Frequency : 1
Word :  broquin 	 Frequency : 1
Word :  vraiment 	 Frequency : 52
Word :  nutritionnelperte 	 Frequency : 3
Word :  désadaptation 	 Frequency : 1
Word :  jourprévoir 	 Frequency : 1
Word :  quotjai 	 Frequency : 1
Word :  poittiers 	 Frequency : 1
Word :  solliciter 	 Frequency : 17
Word :  nodules 	 Frequency : 2
Word :  deux 	 Frequency : 429
Word :  quelqeus 	 Frequency : 1
Word :  alcoolisée 	 Frequency : 1
Word :  accentuation 	 Frequency : 1
Word :  ahnche 	 Frequency : 1
Word :  lèvechange 	 Frequency : 1
Word :  marchecatsmecta 	 Frequency : 1
Word :  midiraspour 	 Frequency : 1
Word :  soinmadame 	 Frequency : 1
Word :  purplea 	 Frequency : 2
Word :  lydieraison 	 Frequency : 1
Word :  sandrinespan 	 Frequency : 1
Word :  ulnaire 	 Frequency : 1
Word :  ecoeuréeasthenie 	 Frequency : 1
Word :  2311 	 Frequency : 2
Word :  joursignature 	 Frequency : 1
Word :  orangeest 	 Frequency : 1
Word :  mal 	 Frequency : 881
Word :  accompagnateurs 	 Frequency : 2
Word :  macrocol 	 Frequency : 1
Word :  16h16type 	 Frequency : 1
Word :  dé 	 Frequency : 1
Word :  multiplis 	 Frequency : 1
Word :  38cmtour 	 Frequency : 2
Word :  planen 	 Frequency : 1
Word :  panoramique 	 Frequency : 6
Word :  86bpm 	 Frequency : 1
Word :  discotrine 	 Frequency : 6
Word :  aprèmidisatisfaction 	 Frequency : 1
Word :  déroullés 	 Frequency : 1
Word :  aricept 	 Frequency : 5
Word :  ramequins 	 Frequency : 2
Word :  flan 	 Frequency : 2
Word :  à14h15 	 Frequency : 1
Word :  2h40 	 Frequency : 1
Word :  absolumment 	 Frequency : 1
Word :  gruyere 	 Frequency : 1
Word :  jours6ampoules 	 Frequency : 1
Word :  puissant 	 Frequency : 1
Word :  prelement 	 Frequency : 1
Word :  sente 	 Frequency : 2
Word :  largespan 	 Frequency : 1
Word :  colléesaignement 	 Frequency : 1
Word :  sachet20 	 Frequency : 1
Word :  910test 	 Frequency : 1
Word :  surment 	 Frequency : 5
Word :  leucocytes 	 Frequency : 4
Word :  0696111888 	 Frequency : 1
Word :  refermé 	 Frequency : 5
Word :  sérosanglant 	 Frequency : 1
Word :  argent 	 Frequency : 9
Word :  16h44 	 Frequency : 2
Word :  formeresté 	 Frequency : 1
Word :  lannée 	 Frequency : 17
Word :  genevieve 	 Frequency : 2
Word :  reconnaitre 	 Frequency : 7
Word :  682kg 	 Frequency : 1
Word :  tomberannaëlle 	 Frequency : 1
Word :  permanance 	 Frequency : 1
Word :  jacqueline 	 Frequency : 3
Word :  tempe 	 Frequency : 5
Word :  donner 	 Frequency : 528
Word :  cote 	 Frequency : 26
Word :  17h30lieu 	 Frequency : 10
Word :  évacuer 	 Frequency : 10
Word :  croutes 	 Frequency : 12
Word :  recalotter 	 Frequency : 2
Word :  cognitifcf 	 Frequency : 1
Word :  15cm 	 Frequency : 2
Word :  ballant 	 Frequency : 1
Word :  déviation 	 Frequency : 1
Word :  sû 	 Frequency : 1
Word :  boitille 	 Frequency : 1
Word :  rougemadame 	 Frequency : 1
Word :  leflochrecadrage 	 Frequency : 1
Word :  duqueroux 	 Frequency : 2
Word :  trouvaient 	 Frequency : 3
Word :  hs!! 	 Frequency : 1
Word :  eg 	 Frequency : 16
Word :  frontcrème 	 Frequency : 1
Word :  spiess 	 Frequency : 1
Word :  0212ac 	 Frequency : 1
Word :  trisete 	 Frequency : 1
Word :  méat 	 Frequency : 1
Word :  habiller 	 Frequency : 32
Word :  dacryostite 	 Frequency : 1
Word :  moisces 	 Frequency : 1
Word :  laroxyl 	 Frequency : 11
Word :  regards 	 Frequency : 3
Word :  toujorus 	 Frequency : 3
Word :  distribition 	 Frequency : 2
Word :  lilot 	 Frequency : 4
Word :  couchermerci 	 Frequency : 1
Word :  protectiontousse 	 Frequency : 1
Word :  ketoprofene 	 Frequency : 2
Word :  che 	 Frequency : 1
Word :  maugé 	 Frequency : 2
Word :  14h 	 Frequency : 77
Word :  modificationsprochain 	 Frequency : 1
Word :  accrochant 	 Frequency : 1
Word :  familiale 	 Frequency : 5
Word :  dentistedit 	 Frequency : 1
Word :  f 	 Frequency : 156
Word :  morsure 	 Frequency : 2
Word :  11h53 	 Frequency : 2
Word :  watroba 	 Frequency : 1
Word :  constantesta147pouls 	 Frequency : 1
Word :  06h57température 	 Frequency : 1
Word :  personnalise01122014 	 Frequency : 1
Word :  médicalefaire 	 Frequency : 1
Word :  matériellement 	 Frequency : 1
Word :  he 	 Frequency : 1
Word :  doxynorm 	 Frequency : 1
Word :  dégutition 	 Frequency : 1
Word :  acceptée 	 Frequency : 12
Word :  fécaloïde 	 Frequency : 2
Word :  difficultée 	 Frequency : 8
Word :  autrelieu 	 Frequency : 4
Word :  n2commentaire 	 Frequency : 12
Word :  sil 	 Frequency : 73
Word :  tester 	 Frequency : 1
Word :  partoutjusque 	 Frequency : 1
Word :  tenant 	 Frequency : 11
Word :  faitce 	 Frequency : 1
Word :  lafon 	 Frequency : 6
Word :  réussites 	 Frequency : 1
Word :  bouchemadame 	 Frequency : 1
Word :  concerant 	 Frequency : 2
Word :  plateaubut 	 Frequency : 1
Word :  journéematin 	 Frequency : 1
Word :  evité 	 Frequency : 1
Word :  peaumise 	 Frequency : 1
Word :  coagulationrésultat 	 Frequency : 1
Word :  warmont 	 Frequency : 2
Word :  intervalle 	 Frequency : 4
Word :  urinaires 	 Frequency : 16
Word :  cousineseva2 	 Frequency : 1
Word :  sat91 	 Frequency : 2
Word :  avance 	 Frequency : 12
Word :  trenteselles 	 Frequency : 1
Word :  purplemerci 	 Frequency : 1
Word :  urgencesmadame 	 Frequency : 1
Word :  impuissance 	 Frequency : 1
Word :  disponiblenuméro 	 Frequency : 1
Word :  fabienne 	 Frequency : 11
Word :  fibrerestée 	 Frequency : 1
Word :  1laumônière2 	 Frequency : 1
Word :  matinsortie 	 Frequency : 1
Word :  prost 	 Frequency : 5
Word :  madamemadame 	 Frequency : 6
Word :  mondele 	 Frequency : 1
Word :  14h30viendra 	 Frequency : 1
Word :  normaleelle 	 Frequency : 1
Word :  mole 	 Frequency : 1
Word :  gilbert 	 Frequency : 1
Word :  ele 	 Frequency : 2
Word :  leducateur 	 Frequency : 2
Word :  nuitetat 	 Frequency : 1
Word :  favorisée 	 Frequency : 1
Word :  vosges 	 Frequency : 2
Word :  voudrais 	 Frequency : 5
Word :  centrées 	 Frequency : 1
Word :  dapplications 	 Frequency : 1
Word :  o292 	 Frequency : 1
Word :  creme 	 Frequency : 70
Word :  anciens 	 Frequency : 4
Word :  réveille 	 Frequency : 22
Word :  76min 	 Frequency : 1
Word :  léquation 	 Frequency : 1
Word :  matinrefus 	 Frequency : 1
Word :  02h54dort 	 Frequency : 1
Word :  bijoux 	 Frequency : 6
Word :  reinsallo 	 Frequency : 1
Word :  sétouffer 	 Frequency : 1
Word :  gonessefamille 	 Frequency : 2
Word :  freinage 	 Frequency : 1
Word :  bienveillance 	 Frequency : 1
Word :  passion 	 Frequency : 1
Word :  sou 	 Frequency : 1
Word :  autonomieobjectif2 	 Frequency : 1
Word :  alexia 	 Frequency : 8
Word :  soirpharmacie 	 Frequency : 1
Word :  ausujet 	 Frequency : 1
Word :  06h14 	 Frequency : 1
Word :  programme 	 Frequency : 92
Word :  tensionnel 	 Frequency : 7
Word :  cripour 	 Frequency : 1
Word :  tiersautres 	 Frequency : 2
Word :  mardile 	 Frequency : 1
Word :  equipereesayer 	 Frequency : 1
Word :  10h38 	 Frequency : 1
Word :  perturbés 	 Frequency : 2
Word :  17h00prévoir 	 Frequency : 2
Word :  82t 	 Frequency : 1
Word :  joursatisfaction 	 Frequency : 1
Word :  dutrouble 	 Frequency : 1
Word :  schillinger 	 Frequency : 1
Word :  renseigné 	 Frequency : 2
Word :  localeelle 	 Frequency : 1
Word :  13102014le 	 Frequency : 1
Word :  glossite 	 Frequency : 2
Word :  constantespli 	 Frequency : 1
Word :  douleurla 	 Frequency : 1
Word :  déstiné 	 Frequency : 1
Word :  caféremontée 	 Frequency : 1
Word :  uine 	 Frequency : 1
Word :  bertin 	 Frequency : 4
Word :  couchee 	 Frequency : 3
Word :  mmevenner 	 Frequency : 1
Word :  génitales 	 Frequency : 1
Word :  dés 	 Frequency : 32
Word :  macre 	 Frequency : 1
Word :  22h 	 Frequency : 81
Word :  hautes 	 Frequency : 3
Word :  impérative 	 Frequency : 1
Word :  soinsgrille 	 Frequency : 1
Word :  chagrin 	 Frequency : 2
Word :  11h56activité 	 Frequency : 1
Word :  normalnpi 	 Frequency : 1
Word :  eausavon 	 Frequency : 1
Word :  neuropathiques 	 Frequency : 1
Word :  lencombrement 	 Frequency : 3
Word :  127administration 	 Frequency : 1
Word :  linquiètermr 	 Frequency : 1
Word :  recommander 	 Frequency : 1
Word :  psts 	 Frequency : 5
Word :  échangeren 	 Frequency : 1
Word :  suiteessentiel 	 Frequency : 1
Word :  paracetomol 	 Frequency : 1
Word :  abvec 	 Frequency : 1
Word :  tardyferoncontrôle 	 Frequency : 1
Word :  soulagévoir 	 Frequency : 1
Word :  mobilité 	 Frequency : 21
Word :  colfémoral 	 Frequency : 1
Word :  arraigner 	 Frequency : 1
Word :  vivrerelationnel 	 Frequency : 1
Word :  rougeurje 	 Frequency : 1
Word :  lmors 	 Frequency : 1
Word :  régulierement 	 Frequency : 5
Word :  mtcheville 	 Frequency : 1
Word :  enmenera 	 Frequency : 1
Word :  gratté 	 Frequency : 1
Word :  iomeron 	 Frequency : 2
Word :  douchefesse 	 Frequency : 1
Word :  gynéco 	 Frequency : 5
Word :  oedèmatiéprise 	 Frequency : 1
Word :  14h19type 	 Frequency : 1
Word :  appel 	 Frequency : 470
Word :  montagne 	 Frequency : 1
Word :  jonc 	 Frequency : 1
Word :  perdueme 	 Frequency : 1
Word :  familiaux 	 Frequency : 6
Word :  phosphorecent 	 Frequency : 1
Word :  hôp 	 Frequency : 1
Word :  constultation 	 Frequency : 1
Word :  fëtes 	 Frequency : 1
Word :  phlebitenous 	 Frequency : 1
Word :  171recoucher 	 Frequency : 1
Word :  hiersurveiller 	 Frequency : 1
Word :  juliannepas 	 Frequency : 1
Word :  pourquoila 	 Frequency : 1
Word :  thoraxrougeur 	 Frequency : 1
Word :  suzannepdf 	 Frequency : 1
Word :  hagège 	 Frequency : 2
Word :  jouerelle 	 Frequency : 1
Word :  moismadame 	 Frequency : 1
Word :  13762 	 Frequency : 1
Word :  réouvrirmadame 	 Frequency : 1
Word :  donnétrès 	 Frequency : 1
Word :  doucheva 	 Frequency : 1
Word :  due 	 Frequency : 24
Word :  adapter 	 Frequency : 10
Word :  matinèeaucune 	 Frequency : 1
Word :  pdc 	 Frequency : 1
Word :  anaik 	 Frequency : 1
Word :  litpoursuite 	 Frequency : 1
Word :  ndjiki 	 Frequency : 1
Word :  metforminemetformine 	 Frequency : 1
Word :  barbouillé 	 Frequency : 2
Word :  danésthesiedit 	 Frequency : 1
Word :  album 	 Frequency : 1
Word :  jardins 	 Frequency : 2
Word :  quotidiennepersistante 	 Frequency : 1
Word :  quils 	 Frequency : 49
Word :  desorientesa 	 Frequency : 1
Word :  elianne 	 Frequency : 1
Word :  13h34type 	 Frequency : 1
Word :  17h27personne 	 Frequency : 1
Word :  119gl 	 Frequency : 1
Word :  semainespratiquement 	 Frequency : 1
Word :  izambard 	 Frequency : 1
Word :  matinarrêt 	 Frequency : 1
Word :  89sat 	 Frequency : 1
Word :  charger 	 Frequency : 1
Word :  10460 	 Frequency : 1
Word :  annoce 	 Frequency : 1
Word :  matindonc 	 Frequency : 1
Word :  violant 	 Frequency : 1
Word :  cru 	 Frequency : 8
Word :  détourner 	 Frequency : 2
Word :  cardiaquehypercholerostemieoeil 	 Frequency : 1
Word :  collés 	 Frequency : 5
Word :  moezaelle 	 Frequency : 1
Word :  lointaine 	 Frequency : 4
Word :  95non 	 Frequency : 1
Word :  legaultpas 	 Frequency : 1
Word :  réagissait 	 Frequency : 1
Word :  torticoli 	 Frequency : 1
Word :  renouvellementsemblable 	 Frequency : 1
Word :  allemands 	 Frequency : 1
Word :  poigneta 	 Frequency : 1
Word :  questionnant 	 Frequency : 1
Word :  marquésac 	 Frequency : 1
Word :  fauteuilprise 	 Frequency : 2
Word :  atroces 	 Frequency : 1
Word :  lhopitalvoir 	 Frequency : 1
Word :  autorise 	 Frequency : 3
Word :  45 	 Frequency : 30
Word :  tb 	 Frequency : 1
Word :  darticulation 	 Frequency : 1
Word :  dhospitalisationelle 	 Frequency : 1
Word :  raccroché 	 Frequency : 1
Word :  eva23 	 Frequency : 1
Word :  repasordo 	 Frequency : 1
Word :  médicaux 	 Frequency : 15
Word :  lampoule 	 Frequency : 3
Word :  oppositionelle 	 Frequency : 1
Word :  déroulement 	 Frequency : 7
Word :  paleprise 	 Frequency : 1
Word :  estremontee 	 Frequency : 1
Word :  génére 	 Frequency : 1
Word :  ps 	 Frequency : 9
Word :  matteis 	 Frequency : 7
Word :  rdvsuite 	 Frequency : 1
Word :  nordaz 	 Frequency : 3
Word :  barbara 	 Frequency : 4
Word :  tttjambes 	 Frequency : 1
Word :  conneriesspan 	 Frequency : 1
Word :  pèremonsieur 	 Frequency : 1
Word :  toutproposition 	 Frequency : 1
Word :  informéde 	 Frequency : 1
Word :  desodorisant 	 Frequency : 1
Word :  demainainsi 	 Frequency : 1
Word :  chouquet 	 Frequency : 2
Word :  03h36lieu 	 Frequency : 1
Word :  placestéphanie 	 Frequency : 1
Word :  nauséeabonde 	 Frequency : 1
Word :  91012le 	 Frequency : 1
Word :  1verre 	 Frequency : 2
Word :  hydriques 	 Frequency : 1
Word :  exige 	 Frequency : 2
Word :  1512ordonnance 	 Frequency : 1
Word :  denimal 	 Frequency : 1
Word :  m1signature 	 Frequency : 3
Word :  écritprésence 	 Frequency : 2
Word :  ctes 	 Frequency : 1
Word :  favereau 	 Frequency : 1
Word :  faiblesse 	 Frequency : 6
Word :  navent 	 Frequency : 1
Word :  rouleau 	 Frequency : 12
Word :  dessussorti 	 Frequency : 1
Word :  15h15aujourdhui 	 Frequency : 1
Word :  suscitées 	 Frequency : 1
Word :  demandélabo 	 Frequency : 1
Word :  carpé 	 Frequency : 1
Word :  soutiengorge 	 Frequency : 4
Word :  disponibilités 	 Frequency : 1
Word :  jourta127 	 Frequency : 1
Word :  eveillée 	 Frequency : 5
Word :  naturelui 	 Frequency : 1
Word :  pharmaciela 	 Frequency : 1
Word :  manouche 	 Frequency : 1
Word :  trémontil 	 Frequency : 1
Word :  listérine 	 Frequency : 1
Word :  équilibreelle 	 Frequency : 1
Word :  14060 	 Frequency : 2
Word :  cete 	 Frequency : 2
Word :  descnedu 	 Frequency : 1
Word :  reposeà 	 Frequency : 1
Word :  sappuie 	 Frequency : 1
Word :  nièceprescription 	 Frequency : 1
Word :  généraliser 	 Frequency : 1
Word :  propospatiente 	 Frequency : 1
Word :  causée 	 Frequency : 1
Word :  donnercertes 	 Frequency : 1
Word :  cassee 	 Frequency : 2
Word :  lundimercredi 	 Frequency : 1
Word :  aviséemis 	 Frequency : 1
Word :  con 	 Frequency : 3
Word :  78sat94temp366 	 Frequency : 1
Word :  longle 	 Frequency : 10
Word :  kystestraitement 	 Frequency : 1
Word :  pene 	 Frequency : 1
Word :  17h05 	 Frequency : 1
Word :  11ha 	 Frequency : 1
Word :  skénan 	 Frequency : 2
Word :  nathaliedescendre 	 Frequency : 1
Word :  lhemoclar 	 Frequency : 1
Word :  autonomese 	 Frequency : 1
Word :  réagisait 	 Frequency : 1
Word :  lorthopedie 	 Frequency : 1
Word :  09h40 	 Frequency : 2
Word :  ygal 	 Frequency : 2
Word :  carnetelle 	 Frequency : 1
Word :  darreté 	 Frequency : 1
Word :  ventricule 	 Frequency : 1
Word :  étata 	 Frequency : 1
Word :  transita 	 Frequency : 1
Word :  lainerepos 	 Frequency : 1
Word :  disponibilitées 	 Frequency : 2
Word :  cree 	 Frequency : 1
Word :  résigniée 	 Frequency : 1
Word :  agniel 	 Frequency : 1
Word :  étagedevant 	 Frequency : 1
Word :  unite 	 Frequency : 3
Word :  dannee 	 Frequency : 2
Word :  têtesurveillance 	 Frequency : 1
Word :  douloureusepatch 	 Frequency : 1
Word :  traitantpas 	 Frequency : 2
Word :  gastrite 	 Frequency : 1
Word :  matinrique 	 Frequency : 1
Word :  grandissante 	 Frequency : 1
Word :  utilisécommentaire 	 Frequency : 9
Word :  constanter 	 Frequency : 1
Word :  22h15lieu 	 Frequency : 3
Word :  déduis 	 Frequency : 1
Word :  varon 	 Frequency : 1
Word :  cmpun 	 Frequency : 1
Word :  sevice 	 Frequency : 1
Word :  actomel 	 Frequency : 1
Word :  tanganyl 	 Frequency : 3
Word :  0134839583 	 Frequency : 1
Word :  connasse 	 Frequency : 1
Word :  addictologie 	 Frequency : 1
Word :  serviettetres 	 Frequency : 3
Word :  lexaspération! 	 Frequency : 1
